id	name	lat	lon	x	y
48	Godliman Street, St. Paul's	51.51248445	-0.09914140800000001	532002.8301282414	180996.76487220018
49	Curzon Street, Mayfair	51.50706909	-0.145904427	528773.3195742578	180311.3139758712
50	East Road, Hoxton	51.52867339	-0.08745937599999999	532766.3602221197	182818.14359849255
51	Finsbury Library , Finsbury	51.52671796	-0.104298194	531604.0100669484	182570.29664822965
52	Roscoe Street, St. Luke's	51.52295439	-0.09493485900000001	532264.400158699	182168.6446610638
53	Grafton Street, Mayfair	51.50999229999999	-0.14349526599999998	528932.2595776288	180640.62366838625
54	Golden Lane, Barbican	51.52174785	-0.094475072	532299.7902050678	182035.30408976178
55	Finsbury Circus, Liverpool Street	51.51707521	-0.08668554199999999	532853.760228964	181529.79349491745
56	Paddington Street, Marylebone	51.52058381	-0.15470141099999998	528124.9495115272	181798.77536270625
57	Guilford Street , Bloomsbury	51.52334672	-0.120202614	530510.4198509693	182166.93942494548
58	New Inn Yard, Shoreditch	51.52452699	-0.079248081	533348.0203605833	182371.97140153035
59	Rodney Street, Angel	51.53176825	-0.114329032	530893.7399491577	183113.9275513479
60	Lisson Grove, St. John's Wood	51.52644828	-0.172190727	526895.3293038671	182420.47806276724
61	Great Dover Street, The Borough	51.49738251	-0.089446947	532719.3402583804	179334.90319769285
62	Cotton Garden Estate, Kennington	51.4907579	-0.106323685	531566.9799991136	178567.78704518068
63	Murray Grove , Hoxton	51.53089041	-0.089782579	532598.7802012527	183060.4737290338
64	William IV Street, Strand	51.50946212	-0.12474927400000001	530234.5798494959	180614.82991024706
65	Gower Place , Euston	51.52522753	-0.13518856	529465.4997056085	182349.4920870595
66	Holborn Circus, Holborn	51.51795029	-0.108657431	531326.8299886603	181587.47661307978
67	Hatton Garden, Holborn	51.51882555	-0.10802847199999999	531367.9500486434	181685.93645355816
68	Theobald's Road , Holborn	51.52059681	-0.116688468	530762.0698812793	181867.40835372003
69	Euston Road, Euston	51.526236299999994	-0.134407652	529516.8096892829	182463.0520274089
70	Calshot Street , King's Cross	51.53136059	-0.117069978	530704.7999228381	183063.6981251269
71	Newgate Street , St. Paul's	51.5154186	-0.098850915	532014.5101221041	181323.5750811327
72	Farringdon Lane, Clerkenwell	51.52352001	-0.108340165	531332.8299751453	182207.41719257936
73	Old Street Station, St. Luke's	51.52572618	-0.08848618800000001	532703.7002324701	182488.54320686925
74	Vauxhall Cross, Vauxhall	51.48591714	-0.12446994800000001	530321.049854973	177997.04933618972
75	Torrens Street, Angel	51.53219984	-0.10548069800000001	531506.2000422466	183177.77623870617
76	Longford Street, The Regent's Park	51.52559505	-0.14408389300000002	528847.4095964765	182374.67323411314
77	Russell Square Station, Bloomsbury	51.52341837	-0.124121774	530238.3398025006	182167.9299467506
78	Sadlers Sports Centre, Finsbury	51.52486887	-0.099489485	531942.9101239239	182373.32478485545
80	Webber Street , Southwark	51.50069361	-0.102091246	531832.1501081953	179680.275355089
81	Great Titchfield Street, Fitzrovia	51.52025302	-0.141327271	529053.7196754601	181785.47255195907
82	Chancery Lane, Holborn	51.514274	-0.111257	531157.0258814874	181174.00264850818
84	Breams Buildings, Holborn	51.51593725	-0.11177834800000001	531116.0799675997	181358.02809193442
85	Tanner Street, Bermondsey	51.50064702	-0.078600401	533462.6703130194	179717.6315618859
86	Sancroft Street, Vauxhall	51.48947903	-0.11515656199999999	530957.4599659815	178409.74805720308
87	Devonshire Square, Liverpool Street	51.51646835	-0.079684557	533341.2603153404	181475.03216453712
88	Bayley Street , Bloomsbury	51.51858757	-0.132053392	529701.8297653291	181616.65111280297
89	Tavistock Place, Bloomsbury	51.526250299999994	-0.12350961099999999	530272.7298003632	182483.93977717884
90	Harrington Square 1, Camden Town	51.53301907	-0.139174593	529166.9596648732	183208.9027525976
91	Walnut Tree Walk, Vauxhall	51.49368637	-0.111014912	531232.9099620508	178885.02749590855
92	Borough Road, Elephant & Castle	51.49889832	-0.10044052099999999	531951.900061667	179483.60592910644
93	Cloudesley Road, Angel	51.53440868	-0.109025404	531253.9999754161	183417.04691362072
94	Bricklayers Arms, Borough	51.49506109	-0.08581448900000001	532978.2202504157	179083.34237562315
95	Aldersgate Street, Barbican	51.5208417	-0.097340162	532103.6500935452	181929.36519412548
96	Falkirk Street, Hoxton	51.53095071	-0.078505384	533380.7803783733	183087.66136796717
97	Gloucester Road (North), Kensington	51.49792478	-0.18383470600000001	526166.339205276	179228.43037695388
98	Hampstead Road, Euston	51.52554222	-0.138231303	529253.5396823003	182379.11195932122
99	Old Quebec Street, Marylebone	51.51457763	-0.158264483	527894.569457975	181124.63656316246
100	Albert Embankment, Vauxhall	51.49043573	-0.12280686099999999	530423.6298332816	178502.4895177871
101	Queen Street 1, Bank	51.51155322	-0.09294010000000001	532435.8201602222	180904.40404327842
102	Jewry Street, Aldgate	51.51340693	-0.076793375	533550.800387893	181139.86154433567
103	Vicarage Gate, Kensington	51.50472376	-0.192538767	525543.5190552901	179969.55204638006
104	Crosswall, Tower	51.51159481	-0.077121322	533533.3404046688	180937.75082398954
105	Westbourne Grove, Bayswater	51.51552971	-0.190240716	525673.2891092461	181175.16145301357
106	Woodstock Street, Mayfair	51.51410514	-0.147301667	528656.5495608855	181091.2937109043
107	Finsbury Leisure Centre, St. Luke's	51.52600832	-0.09631762699999999	532159.6401411374	182505.75508678105
108	Abbey Orchard Street, Westminster	51.49812559	-0.132102166	529756.5197727979	179341.12101259205
109	Soho Square , Soho	51.51563144	-0.132328837	529691.1097787535	181287.43090051014
110	Wellington Road, St. John's Wood	51.53304322	-0.17252867800000002	526853.5692835933	183153.27907866947
111	Park Lane , Hyde Park	51.5100172	-0.157275636	527975.9494770201	180619.22602087096
112	Stonecutter Street, Holborn	51.51580998	-0.105270275	531567.9900313735	181355.54636899664
113	Gloucester Road (Central), South Kensington	51.49646288	-0.183289032	526208.249175041	179066.8010804189
114	Park Road (Baker Street), The Regent's Park	51.52451738	-0.15896364699999999	527818.249458514	182228.75657244975
115	Braham Street, Aldgate	51.51423368	-0.07353765400000001	533774.2803870268	181237.74014786657
116	Little Argyll Street, West End	51.51449962	-0.141423695	529063.2796280376	181145.50279801982
117	Lollard Street, Vauxhall	51.49288067	-0.114934001	530963.1699215303	178788.4183226057
118	Rochester Row, Westminster	51.49582705	-0.13547809	529528.7097020535	179079.54158813835
119	Bath Street, St. Luke's	51.52589324	-0.090847761	532539.400212266	182502.84382501538
120	The Guildhall, Guildhall	51.51573534	-0.093080779	532413.9402057333	181369.21407843192
121	Baker Street, Marylebone	51.51891348	-0.156166631	528027.9795054384	181610.4656134197
122	Norton Folgate, Liverpool Street	51.52111369	-0.078869751	533384.2303200413	181993.09128823093
123	St. John Street, Finsbury	51.52836014	-0.104724625	531569.7000487336	182752.1464103282
124	Eaton Square, Belgravia	51.49654462	-0.150905245	528455.8495159039	179132.17495830884
125	Borough High Street, The Borough	51.50069491	-0.09452431900000001	532357.330136087	179694.06491754553
126	Museum of London, Barbican	51.51782144	-0.096496865	532170.8901625723	181595.02423548946
127	Wood Street, Guildhall	51.51700801	-0.09388536	532354.4301954255	181509.28454548365
128	Emperor's Gate, South Kensington	51.49536226	-0.18529651600000002	526071.939159554	178940.95138156263
129	Golden Square, Soho	51.5118973	-0.137043852	529374.5396910671	180863.84230233598
130	Tower Gardens , Tower	51.50950627	-0.07545948200000001	533654.7604132958	180708.53065443874
131	Eversholt Street , Camden Town	51.53300545	-0.136792671	529332.1996850163	183211.5925755743
132	Bethnal Green Road, Shoreditch	51.52364804	-0.074754872	533662.2803420667	182282.42119038975
133	Derry Street, Kensington	51.50136494	-0.19146238100000001	525627.4490654668	179597.88227426665
134	Wapping High Street, Wapping	51.504903999999996	-0.06797	534187.9773621655	180210.43985284952
135	Clerkenwell Green, Clerkenwell	51.52326004	-0.104708922	531585.4800370361	182185.02615858434
136	Queen Victoria Street, St. Paul's	51.51196176	-0.097441687	532122.2801599824	180941.70488620005
138	Green Street, Mayfair	51.51227622	-0.15743697199999998	527958.4294887984	180870.15599217126
139	Lambeth Road, Vauxhall	51.49488108	-0.117974901	530746.3599168573	179005.43855259454
